title,director
"鬼宿舍","Songyos Sugmakanan"
"女巫布莱尔","丹尼尔·麦里克 "
"女巫布莱尔"," 艾德亚多·桑奇兹"
"魔女嘉莉","布莱恩·德·帕尔玛"
"李碧华鬼魅系列：迷离夜","任达华 "
"李碧华鬼魅系列：迷离夜"," 李志毅 "
"李碧华鬼魅系列：迷离夜"," 陈果"
"杀出个黎明","罗伯特·罗德里格兹"
"死亡录像2","豪梅·巴拿盖鲁 "
"死亡录像2"," Paco Plaza"
"阴齿","米切尔·利希藤斯坦"
"恐怖废墟","卡特·史密斯"
"见鬼十法","彭发 "
"见鬼十法"," 彭顺"
"藏品","马库斯·邓斯坦"
"黑衣女人","詹姆斯·瓦特金斯"
"鬼遮眼","迈克·弗拉纳根"
"第一诫","唐永健"
"死亡录像3：创世纪","Paco Plaza"
"驱魔","Scott Derrickson"
"古宅心慌慌","郑保瑞"
"活死人之地","乔治·A·罗梅罗"
"吓死鬼","Monthon Arayangkoon"
"致命弯道2","Joe Lynch"
"鬼哭神嚎","Andrew Douglas"
"连体阴","班庄·比辛达拿刚 "
"连体阴"," 柏德潘·王般"
"新猛鬼街","塞缪尔·贝尔"
"鬼域","彭顺 "
"鬼域"," 彭发"
"盂兰神功","张家辉"
"古镜怪谈","阿甘 "
"古镜怪谈"," 萧荣"
"德州电锯杀人狂","托比·霍珀"
"地下墓穴","约翰·埃里克·道达尔"
"德州电锯杀人狂3D","约翰·卢森霍普"
"鬼娃回魂","汤姆·霍兰德"
"着魔","安德烈·祖拉斯基"
"新丧尸出笼","史蒂夫·迈纳"
"死魂盒","奥勒·博内代尔"
"致命弯道3","Declan O'Brien"
"刑房","罗伯特·罗德里格兹 "
"刑房"," 伊莱·罗斯 "
"刑房"," 昆汀·塔伦蒂诺 "
"刑房"," 埃德加·赖特 "
"刑房"," 罗布·赞比"
"三更2","三池崇史 "
"三更2"," 陈果 "
"三更2"," 朴赞郁"
"茱莉娅的眼睛","吉列尔莫·莫拉莱斯"
"咒怨2(美版)","清水崇"
"三十极夜","大卫·斯雷德"
"灵动：鬼影实录2","托德·威廉姆斯"
"切尔诺贝利日记","布莱德利·帕克"
"杀出狂人镇","Breck Eisner"
"鬼玩人","山姆·雷米"
"你是下一个","亚当·温加德"
"墓地邂逅","The Vicious Brothers"
"阴风阵阵","达里奥·阿基多"
"鬼三惊","Isara Nadee "
"鬼三惊"," 卡洛堤·奈金塔隆 "
"鬼三惊"," 皮查农·塔玛杰拉"
"救命","罗志良"
"咒怨(美版)","清水崇"
"午夜凶铃(美版)","戈尔·维宾斯基"
"鬼书","詹妮弗·肯特"
"黑楼孤魂","梁明 "
"黑楼孤魂"," 穆德远"
"佛莱迪大战杰森","于仁泰"
"怪物","郑保瑞"
"恶魔的艺术","Tanit Jitnukul"
"怪谈协会","马伟豪 "
"怪谈协会"," 钱文琦 "
"怪谈协会"," 叶伟民"
"灵动：鬼影实录3","Henry Joost "
"灵动：鬼影实录3"," Ariel Schulman"
"阴阳路","郑伟文 "
"阴阳路"," 谭郎昌 "
"阴阳路"," 邱礼涛"
"殉难者","Pascal Laugier"
"鬼娃新娘","于仁泰"
"食人鱼3DD","约翰·古拉格"
"魔窟","布鲁斯·亨特 Bruce Hunt"
"恶魔的艺术3：鬼影随行","Pasith Buranajan "
"恶魔的艺术3：鬼影随行"," Kongkiat Khomsiri "
"恶魔的艺术3：鬼影随行"," Isara Nadee "
"恶魔的艺术3：鬼影随行"," Seree Phongnithi "
"恶魔的艺术3：鬼影随行"," Yosapong Polsap "
"恶魔的艺术3：鬼影随行"," Putipong Saisikaew "
"恶魔的艺术3：鬼影随行"," Art Thamthrakul"
"校墓处","钱文锜"
"我唾弃你的坟墓2","史蒂文·R·蒙若尔"
"怪谈新耳袋 电影版","吉田秋 "
"怪谈新耳袋 电影版"," 雨宫庆太 "
"怪谈新耳袋 电影版"," 平野俊一 "
"怪谈新耳袋 电影版"," 佐佐木浩久 "
"怪谈新耳袋 电影版"," 豊島圭介 "
"怪谈新耳袋 电影版"," 铃木浩介 "
"怪谈新耳袋 电影版"," 井口升 "
"怪谈新耳袋 电影版"," 三宅隆太"
"无人生还","北村龙平"
"致命录像带","格勒恩·马奎德 "
"致命录像带"," 大卫·布鲁克纳 "
"致命录像带"," Radio Silence "
"致命录像带"," 乔·斯万博格 "
"致命录像带"," 缇·威斯特 "
"致命录像带"," 亚当·温加德"
"月光光心慌慌","约翰·卡朋特"
"心中有鬼","滕华涛"
"黑色星期五","马库斯·尼斯佩尔"
"灵异咒","白石晃士"
"惊心食人族","维克多·萨尔瓦"
"刺","托比·维尔金森"
"来电惊魂","Simon West"
"鬼影","落合正幸"
"趣味游戏美国版","迈克尔·哈内克"
"恐怖热线之大头怪婴","郑保瑞"
"畸形人","托德·布朗宁"
"活跳尸","斯图尔特·戈登"
"山村老尸II色之恶鬼","蓝志伟"
"恐怖幽灵","彼得·杰克逊"
"预言","鹤田法男 (Norio Tsuruta)"
"鬼镜2","Víctor García"
"鬼玩人2","山姆·雷米"
"婴尸","普安农"
"身在其中","亚历山大·布斯蒂罗 "
"身在其中"," 朱利安·莫利"
"黑暗楼层","Pete Riski"
"异度见鬼","达维德·莫罗 "
"异度见鬼"," Xavier Palud"
"生存游戏","William Brent Bell"
"见鬼2","彭发 "
"见鬼2"," 彭顺"
"驱魔警探","斯科特·德瑞克森"
"圣血","亚历桑德罗·佐杜洛夫斯基"
"五月魔女","路克·马克"
"咒乐园","刘伟强"
"凶兆","理查德·唐纳"
"怨鬼之家","Sopon Sukdapisit"
"仪式","米凯尔·哈弗斯特罗姆"
"最后一次驱魔","Daniel Stamm"
"病院惊魂","约翰·卡朋特"
"棺木","Ekachai Uekrongtham"
"婴灵恶泣","大卫·S·高耶"
"战栗黑洞","约翰·卡朋特"
"东瀛鬼咒","中村义洋 "
"东瀛鬼咒"," 落合正幸 "
"东瀛鬼咒"," 清水崇 "
"东瀛鬼咒"," 白石晃士 "
"东瀛鬼咒"," 鹤田法男"
"幽灵人间","许鞍华"
"鬼娃回魂2","John Lafia"
"宠物公墓","玛莉 兰伯特 (Mary Lambert)"
"七月十四","钱升玮"
"荒村客栈","张菁"
"13骇人游戏","Daniel Stamm"
"凶榜","余允抗"
"灵动：鬼影实录4","Henry Joost "
"灵动：鬼影实录4"," Ariel Schulman"
"异形魔怪","罗恩·安德伍德"
"阴阳路2：我在你左右","邱礼涛"
"致命录像带2","西蒙·巴雷特 "
"致命录像带2"," 杰森·埃森纳 "
"致命录像带2"," 加雷斯·埃文斯 "
"致命录像带2"," Gregg Hale "
"致命录像带2"," 艾德亚多·桑奇兹 "
"致命录像带2"," 提莫·塔哈亚托 "
"致命录像带2"," 亚当·温加德"
"猛鬼屋","William Malone"
"诺斯费拉图","F·W·茂瑙"
"地铁惊魂","克里斯托弗·史密斯"
"鬼童院","吉尔莫·德尔·托罗"
"鬼来电","Eric Valette"
"恐怖爆发","园子温"
"活死人之夜","乔治·A·罗梅罗"
"太平间闹鬼事件2：佐治亚鬼屋事件","汤姆·艾尔金斯"
"神秘感染","Eric England"
"错爱","彭发"
"天黑请闭眼","阿甘"
"兽餐","约翰·古拉格"
"隔离区","John Erick Dowdle"
"裂口女","白石晃士"
"丛林噩梦","约翰·斯托克韦尔"
"僵尸脱衣舞娘","Jay Lee"
"卡里加里博士的小屋","罗伯特·威恩"
"活死人黎明","乔治·A·罗梅罗"
"13号星期五","肖恩·S·坎宁安"
"午夜凶铃：凶铃再现","饭田让治"
"雪山惊魂","Roar Uthaug"
"稀人","清水崇"
"恐怖蜡像馆","安德尔·迪·托斯"
"狼溪","Greg McLean"
"脆弱","豪梅·巴拿盖鲁"
"鬼使神差","彭顺 "
"鬼使神差"," 彭发"
"杰莎贝尔","凯文·格劳特"
"疯羊","Jonathan King"
"猛鬼街3","查克·拉塞尔"
"惊心食人族2","Victor Salva"
"驱魔人前传","雷尼·哈林"
"鬼玩人3：魔界英豪","山姆·雷米"
"折磨","德里克·李 "
"折磨"," 克里夫·普洛斯"
"亡灵","D·凯瑞·普瑞尔"
"阴阳路3：升棺发财","邱礼涛"
"小丑回魂","Tommy Lee Wallace"
"人肉米粉","提瓦·马泰松"
"最后约翰死了","丹·卡斯卡拉里"
"咒怨3(美版)","托比·维尔金森"
"我仍然知道你去年夏天干了什么","Danny Cannon"
"格蕾丝","Paul Solet"
"僵尸叔叔","刘观伟"
"阿娘","安相勋"
"死亡之雪2","托米·维尔科拉"
"鬼女魔咒","雨宫庆太 "
"鬼女魔咒"," 铃木卓尔 "
"鬼女魔咒"," 丰岛圭介"
"鬼作秀","乔治·A·罗梅罗"
"猛鬼街2","Jack Sholder"
"驱魔警察","董玮"
"恐怖鸡","曾谨昌"
"街尾之宅","Mark Tonderai"
"新天师斗僵尸","克雷格·吉勒斯佩"
"降头","邱礼涛"
"猛鬼大厦","刘镇伟"
"魔诫坟场","米歇尔·索伊"
"407航班","Isara Nadee"
"鬼娃孽种","唐·曼西尼"
"下一个就是你","杰米 布兰克斯 (Jamie Blanks)"
"外壳","Brett Simmons"
"真心话大冒险","Robert Heath"
"弗兰肯斯坦的军队","Richard Raaphorst"
"死亡日记","乔治·A·罗梅罗"
"神秘洞穴","Joe Dante"
"丧尸出笼","乔治·A·罗梅罗"
"变鬼","由拉特·史帕克"
"鬼水怪谈","沃尔特·塞勒斯"
"夜深血红","达里奥·阿基多"
"姐妹联谊会惊魂","斯特瓦特·亨德尔"
"夺命之爱","肖恩·伯恩"
"凶间疑影","Pakpoom Wongjinda"
"恶灵空间","Stephen T. Kay"
"死亡占卜","斯蒂尔斯·怀特"
"黑夜勿怕","Troy Nixey"
"怪谈新耳袋：幽灵公寓","吉田秋生"
"邪","桂治洪"
"边域之城","泽维尔·吉恩斯"
"阴阳路5：一见发财","邱礼涛"
"一百英尺","埃里克·雷德"
"诚聘保姆","Jonas Barnes "
"诚聘保姆"," Michael Manasseri"
"离奇剧院","Douglas Buck "
"离奇剧院"," Buddy Giovinazzo"
"夺命金字塔","格莱高利·莱瓦瑟"
"鬼娃的诅咒","唐·曼西尼"
"困惑的浪漫2","尤戈·布特格雷特"
"逃亡鳄鱼岛","Greg Mclean"
"恐惧幻影","Eric England"
"僵尸家族","刘观伟"
"谁能杀死孩子","Narciso Ibáñez Serrador"
"9路冥婚","Rapeepimol Chaisaena"
"新僵尸先生","刘观伟"
"四人餐桌","李受妍"
"鬼三惊2","Isara Nadee "
"鬼三惊2"," Kirati Nakintanon "
"鬼三惊2"," Putipong Saisikaew"
"异教徒","Robin Hardy"
"闪灵战士","尼尔·马歇尔"
"午夜凶铃2(美版)","中田秀夫"
"漩涡","Higuchinsky"
"恐怖极限游戏","大卫·盖伊·利维"
"夺命回声","Yam Laranas"
"鬼作秀2","Michael Gornick"
"卡到阴","Patchanon Thammajira"
"凶兆","John Moore"
"心中的恶魔","William Brent Bell"
"变鬼3.1","由拉特·史帕克"
"墓地邂逅2","John Poliquin"
"死色","亚历山大·布斯蒂罗 "
"死色"," 朱利安·莫利"
"录影带谋杀案","大卫·柯南伯格"
"威尼斯疑魂","尼古拉斯·罗伊格"
"尸城","钱人豪"
"送死","Eakasit Thairatana"
"生化寿尸","叶伟信"
"猛鬼街4：梦幻主宰","雷尼·哈林"
"鬼娃回魂3","杰克·本德"
"灵幻先生","刘观伟"
"恐怖兔子","清水崇"
"异常","白石晃士"
"无辜的人","杰克·克莱顿"
"养鬼吃人2","Tony Randel"
"隔离区2：终点站","John Pogue"
"杀人狂魔","弗兰克·卡方"
"死亡航班","Scott Thomas"
"办砸了","Kit Ryan"
"活死人归来3","布莱恩·尤兹纳"
"猛鬼街5：猛鬼怪胎","斯蒂芬·霍普金斯"
"异度幻觉","王晶 "
"异度幻觉"," 叶念琛"
"幽灵人间II:鬼味人间","邝文伟 (Abe Kwong)"
"甜美爱丽丝","Alfred Sole"
"恐怖列车","Gideon Raff"
"疑神疑鬼","邱礼涛"
"午夜43路","杜玉贞"
"惹鬼回路","Jim Sonzero"
"雪山惊魂2","Mats Stenberg"
"鬼雾","鲁伯特·温莱特"
"猛鬼街 7","韦斯·克雷文"
"森冤","彭发"
"死亡约定","Nicholas McCarthy"
"刑柱之地","Jim Mickle"
"死灵之书","布莱恩·尤兹纳 "
"死灵之书"," 克里斯多夫·甘斯 "
"死灵之书"," 金子修介"
"X圣治","黑泽清"
"幽长周末","塔韦华·温泰"
"日本恐怖童话六部曲 拇指姑娘","吉田秋生"
"草野中的黑猫","新藤兼人"
"再世追魂","梁小熊"
"死不瞑目","Jason Todd Ipson"
"山村老尸 3 恶灵缠身","洪中侠"
"致命报应","Stephen Hopkins"
"回转寿尸","叶伟信"
"血色玫瑰","克雷格 R. 巴克斯利 (Craig R. Baxley)"
"断头气","克里斯托弗·史密斯"
"原始恐惧","Josh Reed"
"尸体解剖","Adam Gierasch"
"终极人鱼岛","塞巴斯蒂安·高蒂维斯"
"猛鬼街6","Rachel Talalay"
"美国玛丽","Jen Soska "
"美国玛丽"," Sylvia Soska"
"黑百合公寓","中田秀夫"
"瘦到死","汤姆 霍兰 (Tom Holland)"
"富江 冤有头","光石富士朗"
"幻影","托德·林肯"
"鬼妻","朗斯·尼美毕达"
"惹鬼回路","黑泽清"
"不安的种子","長江俊和"
"尸骨无存2","Ti West"
"伊恩·斯通之死","Dario Piana"
"灵婴","大卫·柯南伯格"
"魔屋","韦斯·克雷文"
"鬼入侵","扬·德·邦特"
"死人岛","乔治·A·罗梅罗"
"僵尸胡安","亚历桑德罗·布鲁格斯"
"香颂鬼屋","Monthon Arayangkoon"
"炭烧凶咒","邓衍成"
"最后一次驱魔2","Ed Gass-Donnelly"
"运河迷踪","Ivan Kavanagh"
"富江","及川中"
"闪灵","米克·加里斯"
"陌生人","布莱恩·伯蒂诺"
"1303大厦","及川中"
"约书亚","乔治·拉提夫"
"铁男1：金属兽","塚本晋也"
"端岛计划","皮亚潘·秋贝绮"
"橡皮头","大卫·林奇"
"醒木","David Keating"
"遗失物","古泽健"
"这个高中没有鬼","普安农"
"恐怖母亲节","达伦·林恩·鲍斯曼"
"鬼讯号","杰弗里·萨克斯"
"11-11-11","达伦·林恩·鲍斯曼"
"我们是夜晚","丹尼斯·甘塞尔"
"女人","路克·马克"
"人类清除计划2：无政府状态","詹姆斯·德莫纳克"
"猛鬼学堂","刘镇伟"
"魔胎","刘鸿泉"
"魔鬼游乐场","Mark McQueen"
"隧道","Carlo Ledesma"
"恐怖海湾","巴瑞·莱文森"
"死魂曲","堤幸彦"
"驱魔道长","午马"
"绝命休息站","John Shiban"
"地狱无门","徐克"
"热血青年","郑保瑞"
"群斗","Yannick Dahan "
"群斗"," Benjamin Rocher"
"惨死","普安农   Poj Arnon"
"富江之恶魔再生","及川中"
"恶灵入侵","胡安·卡洛斯·弗雷斯纳迪罗"
"画皮","鲍方"
"异魔禁区","斯图尔特·戈登"
"活死人归来","丹·欧班农"
"逃离魔窟","山口洋辉"
"灵气逼人","于仁泰"
"我一直知道你去年夏天干了什么","Sylvain White"
"恶魔在身后","吴基焕"
"恐怖杀人医院","Tony Krantz"
"重创","Michael S. Ojeda"
"黑衣女人2：死亡天使","汤姆·哈伯"
"澎堤池","布鲁斯·麦克唐纳德"
"成长教育","罗勒·莎菲"
"小情人","Vitcha Gojiew "
"小情人"," 颂裕·素玛戈南 "
"小情人"," 尼提瓦·塔拉吞 "
"小情人"," 维达也·汤于容 "
"小情人"," 埃迪森·特斯利卡森 "
"小情人"," Komgrit Triwimol"
"亲爱的伽利略","尼提瓦·塔拉吞"
"80'后","李芳芳"
"生命之树","泰伦斯·马力克"
"守护者联盟","彼得·拉姆齐"
"鱼缸","安德里亚·阿诺德"
"牛仔裤的夏天2","萨娜·汉姆利"
"仙境之桥","嘉柏·丘波"
"吐司","S.J.克拉克森"
"不再沉默","杰西卡·沙泽尔"
"冬天的骨头","黛布拉·格兰尼克"
"十月的天空","乔·庄斯顿"
"南国野兽","贝赫·泽特林"
"摩托日记","沃尔特·塞勒斯"
"单车少年","让-皮埃尔·达内 "
"单车少年"," 吕克·达内"
"珍爱","李·丹尼尔斯"
"听见天堂","克里斯提诺·波顿"
"青春梦工场","彭浩翔"
"夏日之王","乔丹·沃格特-罗伯茨"
"总有骄阳","莱塞·霍尔斯道姆"
"边缘日记","斯科特·卡尔维特"
"在路上","沃尔特·塞勒斯"
"几近成名","卡梅伦·克罗"
"教室别恋","波·维德伯格"
"狗脸的岁月","莱塞·霍尔斯道姆"
"鬼妈妈","亨利·塞利克"
"污泥","杰夫·尼克尔斯"
"纳尼亚传奇3：黎明踏浪号","迈克尔·艾普特"
"希特勒的男孩","丹尼斯·甘塞尔"
"二手狮王","Tim McCanlies"
"此间的少年","胤祥"
"男孩和世界","Alê Abreu"
"早餐俱乐部","约翰·休斯"
"更好的世界","苏珊娜·比尔"
"潜水艇","理查德·艾欧阿德"
"我的父亲，我的儿子","查恩·厄尔马克"
"灵魂冲浪人","肖恩·麦克纳马拉"
"迫降航班","罗伯特·泽米吉斯"
"活在当下","欧·帕克"
"春天不是读书天","约翰·休斯"
"X计划","尼玛·诺里扎德"
"冬冬的假期","侯孝贤"
"太阳帝国","史蒂文·斯皮尔伯格"
"鳄鱼波鞋走天涯","彼得·霍顿"
"别惹蚂蚁","约翰 A·戴维斯"
"季节变幻","尼提瓦·塔拉吞"
"艾玛好色","杨尼克·西斯泰德·雅各布森"
"自闭历程","米克·杰克逊"
"小马王","凯利·阿斯博瑞 "
"小马王"," Lorna Cook"
"我是","多罗塔·肯杰尔扎沃斯卡"
"野兽家园","斯派克·琼斯"
"纳尼亚传奇1：狮子、女巫和魔衣橱","安德鲁·亚当森"
"裂缝","乔丹·斯科特"
"海瑟","斯邦瑟·舒瑟"
"阿基拉和拼字大赛","Doug Atchison"
"长大","潘妮·马歇尔"
"男孩","米莎·坎普"
"天堂的颜色","马基德·马基迪"
"丁丁历险记","史蒂文·斯皮尔伯格"
"玩具总动员2","约翰·拉塞特"
"迷途知返","奈特·法松 "
"迷途知返"," 吉姆·拉什"
"歌舞青春2","肯尼·奥特加"
"秘密花园","Agnieszka Holland"
"幽灵世界","泰利·茨威戈夫"
"吮拇指的人","迈克·米尔斯"
"歌舞青春3：毕业季","肯尼·奥特加"
"大河恋","罗伯特·雷德福"
"青春年少","韦斯·安德森"
