title,director
"都市情缘","刘镇伟 (Jeffrey Lau)"
"温柔的怜悯","布鲁斯·贝尔斯福德"
"汉密尔顿夫人","亚历山大·柯达"
"诸神的欲望","今村昌平"
"万家灯火","沈浮"
"双虎屠龙","约翰·福特"
"信徒","Henry Bean"
"天堂可以等待","恩斯特·刘别谦"
"浮士德","杨·史云梅耶"
"博学无术","Vahe Gabuchian"
"萌之朱雀","河濑直美"
"雪地黄金犬","兰德尔·克莱泽"
"杀戮禁区","迈克尔·卡顿-琼斯"
"银河铁道999","林太郎"
"流浪艺人","西奥·安哲罗普洛斯"
"勿忘我","长崎俊一"
"地中海","加布里埃尔·萨瓦特瑞斯"
"时光之尘","西奥·安哲罗普洛斯"
"失控的校园","Ilmar Raag"
"孤苦盲女阿玲","篠田正浩"
"阿赫迈德王子历险记","洛特·雷妮格"
"萨拉戈萨手稿","沃伊齐希·哈斯"
"罗马11时","朱塞佩·德·桑蒂斯"
"逃离索比堡","杰克·高德"
"本能反应","乔·德特杜巴"
"人斩","五社英雄"
"十字街头","沃尔特·希尔"
"机遇编年史的71块碎片","迈克尔·哈内克"
"其实在天堂","凯·波拉克"
"仆人","约瑟夫·罗西"
"与安德烈晚餐","路易·马勒"
"葬礼之后","Maurice Phillips"
"人间的条件（第五、六部）","小林正树"
"众神与野兽","比尔·康顿"
"焚尸人","乔拉·赫兹"
"最狂野的梦想：征服珠峰","Anthony Geffen"
"德意志零年","罗伯托·罗西里尼"
"激情年代","尼古拉斯·希特纳"
"南方","维克多·艾里斯"
"血腥星期天","保罗·格林格拉斯"
"鸟，孤儿和愚人","朱拉·亚库比斯克"
"警察与小偷","马里奥·莫尼切利 "
"警察与小偷"," 斯坦诺"
"邦邦停不了","Anna van der Heide"
"火之战","让-雅克·阿诺"
"幽灵马车","维克多·斯约斯特洛姆"
"伊豆舞女","西河克己"
"飞行员的妻子","埃里克·侯麦"
"祗园歌女","沟口健二"
"一样的月光","Patricia Riggen"
"大街上的商店","杨·卡达尔 "
"大街上的商店"," 艾尔玛·克洛斯"
"心灵的冒险","约翰·霍克"
"花落莺啼春","塞基·鲍格农"
"恶汉甜梦","黑泽明"
"裸岛","新藤兼人"
"安东尼娅家族","玛琳·格里斯"
"沃特希普高地","马丁·罗森"
"人性","米歇尔·冈瑞"
"大智若愚","罗伯特·本顿"
"悬崖山庄奇案","Renny Rye"
"日本昆虫记","今村昌平"
"8UPPERS FEATURE MUSIC FILM","中村哲平"
"狐狸与猎狗","Art Stevens "
"狐狸与猎狗"," Richard Rich "
"狐狸与猎狗"," Ted Berman"
"熊猫的故事","岛村达雄"
"灰烬与钻石","安杰依·瓦伊达"
"直到世界尽头","维姆·文德斯"
"呐喊","米开朗基罗·安东尼奥尼"
"秋天","Özcan Alper"
"真爱永存","Aditya Chopra"
"沙甸鱼杀人事件","赵崇基 (Sung Kee Chiu)"
"贪婪","埃里克·冯·施特罗海姆"
"里欧洛","让-克洛德·洛宗"
"尼伯龙根：西格弗里德之死","弗里茨·朗"
"无休无止","克日什托夫·基耶斯洛夫斯基"
"海阔天空","理查德·唐纳"
"马达加斯加的企鹅：僵尸企鹅就是我","Bret Haaland"
"电车狂","黑泽明"
"一九五一年的欧洲","罗伯托·罗西里尼"
"午后的遗言","新藤兼人"
"意大利式离婚","皮亚托·杰米"
"女巫","本杰明·克里斯滕森"
"意大利式结婚","维托里奥·德·西卡"
"加州梦","克里斯蒂安·内梅斯古"
"西班牙城堡","Isabelle Doval"
"消防员舞会","米洛斯·福尔曼"
"爱无国界","Yash Chopra"
"疯狂翘课之七日大作战","菅原比吕志"
"拉孔布·吕西安","路易·马勒"
"情场世界波","艾特·迪·彭吉云"
"力争上游","詹姆斯·布里奇斯"
"一碗阳春面","西河克己"
"好奇心","路易·马勒"
"蛇","亨利·维尼尔"
"我的朋友叫哈维","亨利·科斯特"
"母与子","亚历山大·索科洛夫"
"命运的捉弄","埃利达尔·梁赞诺夫"
"葛底斯堡","罗纳德·F·麦克斯维尔"
"夏洛的网","Charles A. Nichols "
"夏洛的网"," Iwao Takamoto"
"红河","霍华德·霍克斯 "
"红河"," 阿瑟·罗森"
"谜之音","Vincent Morisset"
"寅次郎的故事1","山田洋次"
"浮草物语","小津安二郎"
"卖花女","安东尼·阿斯奎斯 "
"卖花女"," 莱斯利·霍华德"
"被遗忘的祖先的阴影","谢尔盖·帕拉杰诺夫"
"日本最长的一天","冈本喜八"
"仙人掌花","吉尼·萨克斯"
"女权天使","Katja von Garnier"
"伊凡雷帝","谢尔盖·爱森斯坦"
"荒野有情天","彼特·克林逊 Peter Collinson"
"独生子","小津安二郎"
"滑铁卢战役","谢尔盖·邦达尔丘克"
"第二口气","让-皮埃尔·梅尔维尔"
"豺狼的日子","弗雷德·金尼曼"
"跟我走一回","刘国昌"
"蝴蝶梦","Jim O'Brien"
"夜叉","降旗康男"
"三国志：英雄的黎明","勝間田具治"
"怪医黑杰克","出崎統"
"无法松的一生","稻垣浩"
"善意的谎言","彼德·卡索维茨"
"我爱你","李仁港"
"我和托马斯","Simon Shore"
"醉马时刻","巴赫曼·戈巴迪"
"等待戈多","Michael Lindsay-Hogg"
"没有无关的旁观者","罗杰·萨金特"
"苍穹的法芙娜：逝者的权利","羽原信义"
"冒烟","Tommy Chong "
"冒烟"," Lou Adler"
"凡尔赛宫：国王的梦想","Thierry Binisti"
"葬礼","伊丹十三"
"旧罪的阴影","约翰·史翠兰"
"翠堤春晓","朱利恩·杜维威尔 "
"翠堤春晓"," 约瑟夫·冯·斯登堡 "
"翠堤春晓"," 维克多·弗莱明"
"伊斯坦布尔的幸福","Abdullah Oguz"
"维拉·德雷克","迈克·李"
"吻","Lance Daly"
"战火","罗伯托·罗西里尼"
"飞出个未来大电影4：绿色狂想","Peter Avanzino"
"葛楚","卡尔·西奥多·德莱叶"
"稻草人","杰瑞·沙茨伯格"
"猫儿历险记","沃夫冈·雷瑟曼"
"星际5555：异星梦系统秘传","竹之内和久 "
"星际5555：异星梦系统秘传"," 西尾大介"
"木屐树","埃曼诺·奥尔米"
"鲜花","西尔扎提·亚合甫"
"失翼灵雀","伊利·曼佐"
"诅咒","贝拉·塔尔"
"布加勒斯特东12点8分","柯内流·波蓝波宇"
"工作","埃曼诺·奥尔米"
"战略大作战","布莱恩·G·赫顿"
"远山","胡杰"
"德黑兰43年","Aleksandr Alov "
"德黑兰43年"," Vladimir Naumov"
"W的悲剧","泽井信一郎 (Shinichirô Sawai)"
"雌雄莫辨","布莱克·爱德华兹"
"两周","Steve Stockman"
"开麦拉狂想曲","汤姆·迪西罗"
"影子大地","理查德·阿滕伯勒"
"新女性","蔡楚生"
"劳拉的星星","Piet De Rycker "
"劳拉的星星"," Thilo Rothkirch"
"米娜的故事","Martine Dugowson"
"小丑之夜","英格玛·伯格曼"
"美妙共振","Lisa Barros D'Sa "
"美妙共振"," Glenn Leyburn"
"骑车人之死","巴尔登·胡安·安东尼奥"
"饥饿海峡","内田吐梦"
"小岛","约翰·亚历山大"
"十月","Grigori Aleksandrov "
"十月"," 谢尔盖·爱森斯坦"
"战火遗孤","Yurek Bogayevicz"
"麻辣女孩","Steve Loter"
"复仇之日","卡尔·西奥多·德莱叶"
"乱世英豪","法兰提塞·维拉席"
"凡高的生与死","保罗·考克斯"
"小巨人","阿瑟·佩恩"
"问题少年","梅迪·夏夫"
"南特的雅克德米","阿涅斯·瓦尔达"
"古巴万岁","Juan Carlos Cremata Malberti "
"古巴万岁"," Iraida Malberti Cabrera"
"小逃亡者","莫里斯·恩格尔 "
"小逃亡者"," 雷·阿什利 "
"小逃亡者"," 鲁思·奥金"
"未了阴阳情","安东尼·明格拉"
"新天堂星探","朱塞佩·托纳多雷"
"逍遥法外","巴德·伯蒂彻"
"火与剑","泽西 霍夫曼 (Jerzy Hoffman)"
"子猫物语","畑正宪"
"自然之子","Friðrik Þór Friðriksson"
"德蕾莎修女","Fabrizio Costa"
"圣母街上的大人物","马里奥·莫尼切利"
"不设限通缉","西德尼·吕美特"
"典当商","西德尼·吕美特"
"一曲相思情未了","斯蒂芬·科洛弗"
"香巴拉信使","俞钟"
"不夜城","朱尔斯·达辛"
"毫无线索","Thom Eberhardt"
"亚伯拉罕先生","François Dupeyron"
"云","费尔南多·索拉纳斯"
"九香","孙沙"
"寄生虫","皮埃尔·保罗·帕索里尼"
"化身博士","鲁本·马莫利安"
"人间有情","高志森"
"弗兰西斯","Graeme Clifford"
"天线","Esteban Sapir"
"靡菲斯特","伊斯特凡·萨博"
"爱的挽歌","让-吕克·戈达尔"
"佛在耻辱中倒塌","汉娜·玛克玛尔巴夫"
"粉身碎骨","Richard C. Sarafian"
"巴斯克维尔的猎犬","Brian Mills"
"飞出个未来大电影2：万背之兽","Peter Avanzino"
"人间的条件（第三、四部）","小林正树"
"侍","冈本喜八"
"地铁","安东尼·阿斯奎斯"
"小玩意","孙瑜"
"我的妹妹小桃子","四分一节子 Setsuko Shibuichi"
"袅袅夕阳情","黑泽明"
"太阳最寒冷的地方","Bogdan Dumitrescu"
"青青校树","扬·斯维拉克"
"蓬车队","文森特·明奈利"
"大地","西德尼·富兰克林"
"雪花莲节","伊利·曼佐"
"味浓情更浓","Xaver Schwarzenberger"
"我的家人和其他动物","谢雷·福克森"
"看狗在说话","Duwayne Dunham"
"音乐室","萨蒂亚吉特·雷伊"
"雷恩的女儿","大卫·里恩"
"升空号","阿基·考里斯马基"
"童年记趣","布雷梯斯拉夫·波杰"
"无线电时代","伍迪·艾伦"
"玩家马布斯博士","弗里茨·朗"
"街区男孩","约翰·辛格顿"
"哑证人","Edward Bennett"
"白朗宁版本","安东尼·阿斯奎斯"
"仲夏之恋","皮尔斯·哈格德"
"冬狮","Anthony Harvey"
"心中天网岛","筱田正浩"
"萨拉邦德","英格玛·伯格曼"
"永远活下去","古斯塔沃·罗恩"
"走出寂静","卡洛琳·林克"
"生命的重托","Giacomo Battiato"
"静静的顿河","谢尔盖·格拉西莫夫"
"清水湾的孩子","Jean Becker"
"吝啬鬼","路易·德·菲耐斯 "
"吝啬鬼"," Jean Girault"
"关于浪漫时代的一个漫长婚约","Mark Rance"
"千面佳人","阿瑟·希勒"
"心香","孙周"
"牙医谋杀案","罗斯·大卫尼斯"
"安娜的情欲","英格玛·伯格曼"
"第四十一","格利高利·丘赫莱依"
"真情电波","迈克尔·托林"
"绿行星","Coline Serreau"
"艺妓院的凉子","深作欣二"
"飞越苏联","泰勒·海克福德"
"三国志：长江的燃烧","胜间田具治 "
"三国志：长江的燃烧"," 冈田裕介"
"给斯大林的礼物","Rustem Abdrashitov"
"人性记录","Brian Farnham"
"春色一箩筐","南茜·萨沃卡"
"绞死刑","大岛渚"
"血洗鳄鱼仇","Rakesh Roshan"
"我的美国舅舅","阿伦·雷乃"
"抓壮丁","陈戈 "
"抓壮丁"," 沈剡"
"在天堂遇见的五个人","Lloyd Kramer"
"摇滚乐的历史第一集","Andrew Solt"
"米兰心事","埃曼诺·奥尔米"
"巴伦","Majid Majidi"
"草迷宫","寺山修司"
"仪式","大岛渚"
"波洛圣诞探案记","爱德华·本内特"
"吟游诗人","谢尔盖·帕拉杰诺夫 "
"吟游诗人"," 多多·阿巴希泽"
"与我的园丁对话","Jean Becker"
"在瑞士的日子","西蒙·柯蒂斯"
"尼伯龙根2：克里姆希尔德的复仇","弗里茨·朗"
"Near Equal 森山大道","藤井謙二郎"
"蝉时雨","黑土三男"
"达摩为何东渡？","裵鏞均"
"扎布里斯基角","米开朗基罗·安东尼奥尼"
"海蒂","迈克尔·雷·罗德斯"
"高尔夫球场的疑云","安德鲁·格里弗"
"情如物证","乔瑟琳·穆尔豪斯"
"天涯何处觅知音","伊利亚·卡赞"
"三天兩夜","長谷川康夫（Yasuo Hasegawa）"
"放浪记","成濑巳喜男 (Mikio Naruse)"
"西便制","林权泽"
"一级谋杀","Jeff Woolnough"
"稻妻","成濑巳喜男"
"彼岸","白兴武"
"冰上轻驰","乔·德特杜巴"
"弗罗斯河上的磨房","Graham Theakston"
"藏书室女尸之谜","安迪·威尔逊"
"梦幻银河","Sogo Ishii"
"我爱红娘","吉恩 凯利 (Gene Kelly)"
"擦鞋童","维托里奥·德·西卡"
"最后决战","吕克·贝松"
"欢愉","马克斯·奥菲尔斯"
"海伦凯勒","阿瑟·佩恩"
"鬼畜","野村芳太郎"
"心花路放","宁浩"
"后会无期","韩寒"
"绣春刀","路阳"
"白日焰火","刁亦男"
"催眠大师","陈正道"
"致我们终将逝去的青春","赵薇"
"分手大师","俞白眉 "
"分手大师"," 邓超"
"归来","张艺谋"
"同桌的妳","郭帆"
"推拿","娄烨"
"私人订制","冯小刚"
"全民目击","非行"
"黄金时代","许鞍华"
"小时代","郭敬明"
"厨子戏子痞子","管虎"
"小时代3：刺金时代","郭敬明"
"搜索","陈凯歌"
"十二生肖","成龙"
"被偷走的那五年","黄真真"
"窃听风云3","麦兆辉 "
"窃听风云3"," 庄文强"
"北京爱情故事","陈思诚"
"军中乐园","钮承泽"
"前任攻略","田羽生"
"扫毒","陈木胜"
"唐山大地震","冯小刚"
"狄仁杰之神都龙王","徐克"
"天下无贼","冯小刚"
"毒战","杜琪峰"
"盲探","杜琪峰"
"小时代2：青木时代","郭敬明"
"宝贝计划","陈木胜"
"爱","钮承泽"
"单身男女","杜琪峰"
"老男孩猛龙过江","肖央"
"窃听风云2","麦兆辉 "
"窃听风云2"," 庄文强"
"少林足球","周星驰"
"非诚勿扰","冯小刚"
"澳门风云","王晶 "
"澳门风云"," 钟少雄"
"长江七号","周星驰"
"一生一世","邹佡"
"武状元苏乞儿","陈嘉上"
"分手合约","吴基焕"
"画皮","陈嘉上 "
"画皮"," 钱永强"
"窃听风云","麦兆辉 "
"窃听风云"," 庄文强"
"等风来","滕华涛"
"一九四二","冯小刚"
"非诚勿扰2","冯小刚"
"女朋友○男朋友","杨雅喆"
"逃学威龙","陈嘉上"
"听风者","麦兆辉 "
"听风者"," 庄文强"
"叶问","叶伟信"
"山楂树之恋","张艺谋"
"十月围城","陈德森"
"龙门飞甲","徐克"
"101次求婚","陈正道"
"画皮2","乌尔善"
"2046","王家卫"
"海角七号","魏德圣"
"新警察故事","陈木胜"
"西游记之大闹天宫","郑保瑞"
"杀生","管虎"
"闺蜜","黄真真"
"古惑仔之人在江湖","刘伟强"
"黄金大劫案","宁浩"
"整容日记","林爱华"
"警察故事2013","丁晟"
"僵尸","麦浚龙"
"前度","麦曦茵"
"如果·爱","陈可辛 "
"如果·爱"," 赵良骏"
"百变星君","叶伟民"
"观音山","李玉"
"英雄","张艺谋"
"天台爱情","周杰伦"
"头文字D","刘伟强 "
"头文字D"," 麦兆辉"
"杀破狼","叶伟信"
"门徒","尔冬升"
"黑社会","杜琪峰"
"全城热恋","夏永康 "
"全城热恋"," 陈国辉"
"狄仁杰之通天帝国","徐克"
"京城81号","叶伟民"
"蓝莓之夜","王家卫"
"苏州河","娄烨"
"一夜惊喜","金依萌"
"旺角卡门","王家卫"
"青春派","刘杰"
"我想和你好好的","李蔚然"
"不二神探","王子鸣"
"风暴","袁锦麟"
"集结号","冯小刚"
"浮城谜事","娄烨"
"二次曝光","李玉"
"整蛊专家","王晶"
"太阳照常升起","姜文"
"等一个人咖啡","江金霖"
"审死官","杜琪峰"
"天下无双","刘镇伟"
"南京！南京！","陆川"
"紫日","冯小宁"
"叶问2：宗师传奇","叶伟信"
"白鹿原","王全安"
"夺命金","杜琪峰"
"鹿鼎记2：神龙教","王晶"
"神话","唐季礼"
"大魔术师","尔冬升"
"不再让你孤单","刘伟强"
"建国大业","韩三平 "
"建国大业"," 黄建新"
"大腕","冯小刚"
"河东狮吼","马伟豪"
"赌圣","元奎 "
"赌圣"," 刘镇伟"
"杜拉拉升职记","徐静蕾"
"海上花","侯孝贤"
"将爱情进行到底","张一白"
"回魂夜","刘镇伟"
"海洋天堂","薛晓路"
"古惑仔2之猛龙过江","刘伟强"
"黑社会2：以和为贵","杜琪峰"
"最爱","顾长卫"
"星空","林书宇"
"满城尽带黄金甲","张艺谋"
"宝莲灯","常光希"
"不见不散","冯小刚"
"东京审判","高群书"
"堕落天使","王家卫"
"第36个故事","萧雅全"
"救火英雄","郭子健"
"爱情呼叫转移","张建亚"
"赌神","王晶"
"家有喜事","高志森"
"白发魔女传之明月天国","张之亮"
"斗牛","管虎"
"十面埋伏","张艺谋"
"线人","林超贤"
"旋风小子","朱延平"
"手机","冯小刚"
"武侠","陈可辛"
"赌侠","王晶"
"非常完美","金依萌"
"无极","陈凯歌"
"放·逐","杜琪峰"
"大明劫","王竞"
"一个陌生女人的来信","徐静蕾"
"我愿意","孙周"
"魔警","林超贤"
"瘦身男女","杜琪峰 "
"瘦身男女"," 韦家辉"
"人间·小团圆","彭浩翔"
"有话好好说","张艺谋"
"古惑仔3之只手遮天","刘伟强"
"消失的子弹","罗志良"
"翻滚吧！阿信","林育贤"
"逃学威龙2","陈嘉上"
"赤壁(上)","吴宇森"
"夜宴","冯小刚"
"夜·店","杨庆"
"投名状","陈可辛 "
"投名状"," 叶伟民"
"武林外传","尚敬"
"边境风云","程耳"
"美少年之恋","杨凡"
"保持通话","陈木胜"
"一个都不能少","张艺谋"
"东方不败风云再起","李惠民 "
"东方不败风云再起"," 程小东"
"爸爸去哪儿","谢涤葵 "
"爸爸去哪儿"," 林妍"
"我是谁","陈木胜 "
"我是谁"," 成龙"
"新宿事件","尔冬升"
"破坏之王","李力持"
"枪王之王","尔冬升"
"剑雨","苏照彬"
"赌侠2：上海滩赌圣","王晶"
"赵氏孤儿","陈凯歌"
"倩女幽魂2：人间道","程小东"
"方世玉","元奎"
"向左走．向右走","杜琪峰 "
"向左走．向右走"," 韦家辉"
"江湖告急","林超贤"
"97古惑仔战无不胜","刘伟强"
"新少林寺","陈木胜"
"全球热恋","陈国辉 "
"全球热恋"," 夏永康"
"锦衣卫","李仁港"
"万有引力","赵天宇"
"痞子英雄之全面开战","蔡岳勋"
"太极张三丰","袁和平"
"赤裸特工","程小东"
"太极1：从零开始","冯德伦"
"黄飞鸿","徐克"
"四大名捕大结局","陈嘉上 "
"四大名捕大结局"," 秦小珍"
"四大名捕2","陈嘉上 "
"四大名捕2"," 秦小珍"
"逃出生天","彭发 "
"逃出生天"," 彭顺"
"大灌篮","朱延平"
"临时同居","卓韵芝"
"意外","郑保瑞"
"恋爱通告","王力宏"
"第一次","韩延"
"情癫大圣","刘镇伟"
"盛夏光年","陈正道"
"宫锁沉香","潘安子"
"大内密探灵灵狗","王晶"
"证人","林超贤"
"A计划","成龙"
"危险关系","许秦豪"
"云水谣","尹力"
"女人不坏","徐克"
"孔雀","顾长卫"
"满汉全席","徐克"
"四大名捕","陈嘉上 "
"四大名捕"," 秦小珍"
"笑傲江湖","胡金铨 "
"笑傲江湖"," 徐克 "
"笑傲江湖"," 金扬桦 "
"笑傲江湖"," 李惠民 "
"笑傲江湖"," 程小东 "
"笑傲江湖"," 许鞍华"
"秋天的童话","张婉婷"
"狗咬狗","郑保瑞"
"三毛从军记","张建亚"
"暗花","游达志"
"越光宝盒","刘镇伟"
"赤壁(下)","吴宇森"
"非常幸运","丹尼·高顿"
"千王之王2000","王晶"
"导火线","叶伟信"
"金枝玉叶","陈可辛"
"大兵小将","丁晟"
"立春","顾长卫"
"举起手来！","冯小宁"
"倩女幽魂","叶伟信"
"倚天屠龙记之魔教教主","王晶"
"一页台北","陈骏霖"
"我们天上见","蒋雯丽"
"98古惑仔之龙争虎斗","刘伟强"
"反贪风暴","林德禄"
"蓝色骨头","崔健"
"少林寺","张鑫炎"
"巴尔扎克与小裁缝","戴思杰"
"大上海","王晶"
"宅女侦探桂香","彭顺"
"黄飞鸿之二：男儿当自强","徐克"
"黄飞鸿之三：狮王争霸","徐克"
"我的父亲母亲","张艺谋"
"警察故事","成龙"
"大块头有大智慧","杜琪峰 "
"大块头有大智慧"," 韦家辉"
"画壁","陈嘉上"
"异度空间","罗志良"
"秋菊打官司","张艺谋"
"三峡好人","贾樟柯"
"星愿","马楚成"
"喋血双雄","吴宇森"
"阮玲玉","关锦鹏"
"麦兜响当当","谢立文"
"低俗喜剧","彭浩翔"
"监狱风云","林岭东"
"游园惊梦","杨凡"
"王的盛宴","陆川"
"新扎师妹","马伟豪"
"爱有来生","俞飞鸿"
"白蛇传说","程小东"
"济公","杜琪峰 "
"济公"," 程小东"
"追爱大布局","赖俊羽"
"算死草","马伟豪"
"玻璃之城","张婉婷"
"钟无艳","杜琪峰 "
"钟无艳"," 韦家辉"
"方世玉续集","元奎"
"逃学威龙III之龙过鸡年","王晶"
"新不了情","尔冬升"
"金鸡","赵良骏"
"倩女幽魂3：道道道","程小东 "
"倩女幽魂3：道道道"," 徐克"
"赌神2","王晶"
"十二夜","林爱华"
"太极2：英雄崛起","冯德伦"
"十全九美","王岳伦"
"枪王","罗志良"
"硬汉2：奉陪到底","丁晟"
"没完没了","冯小刚"
"金鸡SSS","邹凯光"
"千机变Ⅱ花都大战","元奎 "
"千机变Ⅱ花都大战"," 梁柏坚"
"顽主","米家山"
"鸿门宴传奇","李仁港"
"魁拔之十万火急","王川"
"寻枪","陆川"
"97家有喜事","张坚庭"
"千机变","林超贤 "
"千机变"," 甄子丹"
"月满轩尼诗","岸西"
"雪花秘扇","王颖"
"我11","王小帅"
"逆战","林超贤"
"风柜来的人","侯孝贤"
"城市猎人","王晶"
"一个字头的诞生","韦家辉"
"Hello！树先生","韩杰"
"硬汉","丁晟"
"每当变幻时","罗永昌"
"滚滚红尘","严浩"
"秦时明月之龙腾万里","沈乐平"
"伤城","刘伟强 "
"伤城"," 麦兆辉"
"婚前试爱","叶念琛"
"刀","徐克"
"红番区","唐季礼"
"白发魔女传","于仁泰"
"中南海保镖","元奎 "
"中南海保镖"," 小中和哉"
"飞越老人院","张扬"
"血滴子","刘伟强"
"我知女人心","陈大明"
"胜者为王","刘伟强"
"黑金","麦当杰"
"花木兰","马楚成"
"看上去很美","张元"
"意外的恋爱时光","黎志"
"假装情侣","刘奋斗"
"站台","贾樟柯"
"夏日么么茶","马楚成"
"无人驾驶","张扬"
"新少林五祖","王晶"
"搞定岳父大人","李海蜀"
"落叶归根","张扬"
"PTU","杜琪峰"
"龙虎门","叶伟信"
"三枪拍案惊奇","张艺谋"
"那夜凌晨，我坐上了旺角开往大埔的红VAN","陈果"
"风云雄霸天下","刘伟强"
"花好月圆","叶锦鸿"
"男儿本色","陈木胜"
"旺角黑夜","尔冬升"
"麦兜，菠萝油王子","袁建滔"
"双龙会","徐克 "
"双龙会"," 林岭东"
"七剑","徐克"
"蜀山传","徐克"
"梅兰芳","陈凯歌"
"韩城攻略","马楚成"
"山村老尸","梁鸿华"
"孙子从美国来","曲江涛"
"九降风","林书宇"
"光棍儿","郝杰"
"地道战","任旭东"
"关云长","麦兆辉 "
"关云长"," 庄文强"
"铜雀台","赵林山"
"猛龙过江","李小龙"
"宋家皇朝","张婉婷"
"自梳","张之亮"
"玻璃樽","谷德昭"
"控制","毕国智"
"圣诞玫瑰","杨采妮"
"伊莎贝拉","彭浩翔"
"半生缘","许鞍华"
"龙之谷：破晓奇兵","宋岳峰"
"六福喜事","谷德昭"
"幸福额度","陈正道"
"爱情呼叫转移Ⅱ：爱情左右","张建亚"
"城南旧事","吴贻弓"
"维多利亚一号","彭浩翔"
"超体","吕克·贝松"
"银河护卫队","詹姆斯·古恩"
"鸟人","亚利桑德罗·冈萨雷斯·伊纳里多"
"万物理论","詹姆斯·马什"
"美国队长2","安东尼·卢素 "
"美国队长2"," 乔·卢素"
"猩球崛起2：黎明之战","马特·里夫斯"
"变形金刚4：绝迹重生","迈克尔·贝"
"华尔街之狼","马丁·斯科塞斯"
"泰迪熊","塞思·麦克法兰"
"驯龙高手2","迪恩·德布洛斯"
"金蝉脱壳","米凯尔·哈弗斯特罗姆"
"饥饿游戏","盖瑞·罗斯"
"饥饿游戏2：星火燎原","弗朗西斯·劳伦斯"
"沉睡魔咒","罗伯特·斯特罗姆伯格"
"超凡蜘蛛侠2","马克·韦布"
"雷神2：黑暗世界","阿兰·泰勒"
"分歧者：异类觉醒","尼尔·博格"
"哥斯拉","加里斯·爱德华斯"
"僵尸世界大战","马克·福斯特"
"林中小屋","德鲁·高达"
"普罗米修斯","雷德利·斯科特"
"美国队长","乔·庄斯顿"
"黑衣人3","巴里·索南菲尔德"
"钢铁侠2","乔恩·费儒"
"安德的游戏","加文·胡德"
"空中营救","佐米·希尔拉"
"碟中谍3","J·J·艾布拉姆斯"
"海扁王","马修·沃恩"
"碟中谍2","吴宇森"
"暮光之城","凯瑟琳·哈德威克"
"加勒比海盗4：惊涛怪浪","罗伯·马歇尔"
"超凡蜘蛛侠","马克·韦布"
"水果硬糖","大卫·斯雷德"
"忍者神龟：变种时代","乔纳森·里贝斯曼"
"遗落战境","约瑟夫·科辛斯基"
"星运里的错","约什·布恩"
"变形金刚3","迈克尔·贝"
"爱丽丝梦游仙境","蒂姆·波顿"
"哈利·波特与混血王子","大卫·叶茨"
"博物馆奇妙夜","肖恩·利维"
"007：大破天幕杀机","萨姆·门德斯"
"里约大冒险2","卡洛斯·沙尔丹哈"
"哈利·波特与凤凰社","大卫·叶茨"
"敢死队3","帕特里克·休斯"
"大侦探福尔摩斯","盖·里奇"
"时间规划局","安德鲁·尼科尔"
"招魂","温子仁"
"珍珠港","迈克尔·贝"
"速度与激情","罗伯·科恩"
"摩纳哥王妃","奥利维耶·达昂"
"X战警","布莱恩·辛格"
"死寂","温子仁"
"雷神","肯尼思·布拉纳"
"猎头游戏","莫滕·泰杜姆"
"超验骇客","沃利·菲斯特"
"潘神的迷宫","吉尔莫·德尔·托罗"
"十二宫","大卫·芬奇"
"独裁者","拉里·查尔斯"
"醉乡民谣","乔尔·科恩 "
"醉乡民谣"," 伊桑·科恩"
"超人：钢铁之躯","扎克·施奈德"
"X战警2","布莱恩·辛格"
"X战警3：背水一战","布莱特·拉特纳"
"蜘蛛侠","山姆·雷米"
"雨果","马丁·斯科塞斯"
"死神来了","黄毅瑜"
"金刚狼","加文·胡德"
"公主日记","盖瑞·马歇尔"
"囚徒","丹尼斯·维伦纽瓦"
"你眼中的世界","布林·希尔"
"大侦探福尔摩斯2：诡影游戏","盖·里奇"
"僵尸肖恩","埃德加·赖特"
"金刚狼2","詹姆斯·曼高德"
"生化危机","保罗·安德森"
"女性瘾者：第一部","拉斯·冯·提尔"
"变相怪杰","查克·拉塞尔"
"法官老爹","大卫·道金"
"惊天危机","罗兰·艾默里奇"
"终结者3","乔纳森·莫斯托"
"黑衣人2","巴里·索南菲尔德"
"爱情与灵药","爱德华·兹威克"
"迷失东京","索菲亚·科波拉"
"大厨","丹尼尔·科恩"
"冒牌天神","汤姆·沙迪亚克"
"速度与激情4","林诣彬"
"十一罗汉","史蒂文·索德伯格"
"BJ单身日记","沙朗·马奎尔"
"革命之路","萨姆·门德斯"
"在云端","贾森·雷特曼"
"暴力街区","卡米尔·狄拉玛"
"落魄大厨","乔恩·费儒"
"第五元素","吕克·贝松"
"环形使者","莱恩·约翰逊"
"美国骗局","大卫·O·拉塞尔"
"永无止境","尼尔·博格"
"伊甸湖","詹姆斯·瓦特金斯"
"超人总动员","布拉德·伯德"
"生化危机2：启示录","亚历山大·维特"
"少数派报告","史蒂文·斯皮尔伯格"
"重返十七岁","布尔·斯蒂尔斯"
"幻影凶间","米凯尔·哈弗斯特罗姆"
"异形","雷德利·斯科特"
"敢死队2","西蒙·韦斯特"
"机械战警","若泽·帕迪里亚"
"速度与激情2","约翰·辛格顿"
"潜伏","温子仁"
"康斯坦丁","弗朗西斯·劳伦斯"
"戴珍珠耳环的少女","彼得·韦柏"
"飓风营救2","奥利维尔·米加顿"
"达·芬奇密码","朗·霍华德"
